korean,actual translation,Google translation,Microsoft translation,DeepL translation
"지금보시는 것은 1962년입니다, 미국은 한사람당 16톤을 배출하고,","This is 1962, and United States was emitting 16 tons per person.","What you are seeing now is 1962. The United States emits 16 tons per person,","What you see now is 1962, the United States emits 16 tons per person,","You're looking at 1962, and the U.S. emits 16 tons per person,"
중국은 0.6 톤을 배출합니다. 인도는 0.32톤을요.,"And China was emitting 0.6, and India was emitting 0.32 tons per capita.",China emits 0.6 tonnes. India's 0.32 tons.,China emits 0.6 tons. India is 0.32 tons.,China emits 0.6 tons. India emits 0.32 tons.
그럼 이게 시간이 지나면서 어떻게 바뀌었을까요?,And what happens when we moved on?,So how has this changed over time?,So how has this changed over time?,So how has this changed over time?
"음, 부유해지고 건강해지는 이런 듣기 좋은 발전들은 모두 다 이산화탄소 배출이라는 댓가를 치루고서야 가능했습니다.","Well, you see the nice story of getting richer and getting healthier -- everyone did it at the cost of emission of carbon dioxide.","Well, all these nice-sounding advancements in becoming richer and healthier have come at the cost of carbon dioxide emissions.","Well, all of these pleasant developments such as becoming rich and healthy were possible only at the cost of carbon dioxide emissions.","Well, all of these sounding advances in getting richer and healthier have come at a price: carbon dioxide emissions."
이 댓가를 치루지 않고 성취한 나라는 아직 없지요.,There is no one who has done it so far.,There is no country yet that has achieved this without paying this price.,There is no country that has achieved this price without paying this price.,No country has ever achieved this without paying the price.
배출량에 관한 자료는 아직 다 업데이트 되지 않았습니다. 아직 따끈따끈한[새로운] 자료이기 때문이죠.,"And we don't have all the updated data any longer, because this is really hot data today.",Data on emissions have not yet been fully updated. Because it is still hot [new] material.,The data on emissions has not yet been fully updated. This is because it is still a hot [new] material.,"The data on emissions is not all updated yet, because it's still hot [new]."
"자, 우린 2001년에 와있습니다.","And there we are, 2001.","Well, here we are in 2001.","Well, we're here in 2001.","Now, we're in 2001."
"제가 글로벌 리더들과 참석한 토론회에서 많은사람들이 그러더군요, 문제는 개발상도국들이 이산화탄소를 너무 많이 방출하는데 있다고요.","And in the discussion I attended with global leaders, you know, many say now the problem is that the emerging economies, they are getting out too much carbon dioxide.","In discussions I have attended with global leaders, many people have said that the problem is that developing countries are emitting too much carbon dioxide.","In the discussions I attended with global leaders, many people said that the problem is that developing countries emit too much carbon dioxide.","In the discussions I've had with global leaders, many of them have said that the problem is that developing countries are emitting too much carbon dioxide."
"인도의 환경장관이 말했습니다 ""음, 당신들이 이 문제를 시작한겁니다.","The Minister of the Environment of India said, ""Well, you were the one who caused the problem.""","India's environment minister said, ""Well, you started this problem.","India's environment minister said, ""Well, you started this problem.","The environment minister of India said, ""Well, you guys started this problem."
"부자인 OECD 가입국들이 이 기후변화를 가지고왓습니다."" 하지만 저흰 당신들을 용서할께요",The OECD countries -- the high-income countries -- they were the ones who caused the climate change.,"The rich OECD countries brought this climate change on board."" But we will forgive you.","The rich OECD members are worried about this climate change."" But I will forgive you","The rich OECD countries brought this climate change."" But we forgive you."
